area_type,availability,Location,Size,society,total_sqft,bath,balcony,Price,No. of Bedrooms,target_column_name
Dhaka,19-Dec,Mohammadpur,,,,2,1,10100000,3,
Dhaka,20-Dec,Mohammadpur,,,,2,1,8289000,2,
Dhaka,21-Dec,Mohammadpur,,,,2,1,7856000,2,
Dhaka,22-Dec,Mohammadpur,,,,2,1,8254000,2,
Dhaka,23-Dec,Mohammadpur,,,,2,1,7820999,2,
Dhaka,24-Dec,Mohammadpur,,,,2,1,11700000,3,
Dhaka,25-Dec,Mohammadpur,,,,2,1,10500000,3,
Dhaka,26-Dec,Mohammadpur,,,,2,1,10300000,3,
Dhaka,27-Dec,Mohammadpur,,,,2,1,4455000,2,
Dhaka,28-Dec,Mohammadpur,,,,2,1,4905000,2,
Dhaka,29-Dec,Mohammadpur,,,,2,1,5550000,2,
Dhaka,30-Dec,Mohammadpur,,,,2,1,4500000,2,
Dhaka,31-Dec,Mohammadpur,,,,2,1,13000000,3,
Dhaka,1-Jan,Mohammadpur,,,,2,1,5500000,2,
Dhaka,2-Jan,Mohammadpur,,,,2,1,20700000,3,
Dhaka,3-Jan,Mohammadpur,,,,2,1,3999000,3,
Dhaka,4-Jan,Mohammadpur,,,,2,1,3522000,3,
Dhaka,5-Jan,Mohammadpur,,,,2,1,2874000,2,
Dhaka,6-Jan,Mohammadpur,,,,2,1,3682000,3,
Dhaka,7-Jan,Mohammadpur,,,,2,1,3427000,3,
Dhaka,8-Jan,Mohammadpur,,,,2,1,3932000,3,
Dhaka,9-Jan,Mohammadpur,,,,2,1,3822000,3,
Dhaka,10-Jan,Mohammadpur,,,,2,1,2487000,2,
Dhaka,11-Jan,Mohammadpur,,,,2,1,5580000,3,
Dhaka,12-Jan,Mohammadpur,,,,2,1,5130000,3,
Dhaka,13-Jan,Mohammadpur,,,,2,1,4910000,2,
Dhaka,14-Jan,Mohammadpur,,,,2,1,4342000,3,
Dhaka,15-Jan,Mohammadpur,,,,2,1,3338000,2,
Dhaka,16-Jan,Mohammadpur,,,,2,1,2578000,2,
Dhaka,17-Jan,Motijheel,,,,2,1,3415000,2,
Dhaka,18-Jan,Motijheel,,,,2,1,3114000,2,
Dhaka,19-Jan,Motijheel,,,,2,1,2879000,2,
Dhaka,20-Jan,Motijheel,,,,2,1,4485000,3,
Dhaka,21-Jan,Motijheel,,,,2,1,3124000,2,
Dhaka,22-Jan,Motijheel,,,,2,1,4713000,3,
Dhaka,23-Jan,Motijheel,,,,2,1,4517000,2,
Dhaka,24-Jan,Motijheel,,,,2,1,4734000,3,
Dhaka,25-Jan,Motijheel,,,,2,1,3159000,2,
Dhaka,26-Jan,Motijheel,,,,2,1,4219000,3,
Dhaka,27-Jan,Motijheel,,,,2,1,2578000,2,
Dhaka,28-Jan,Motijheel,,,,2,1,3645000,2,
Dhaka,29-Jan,Motijheel,,,,2,1,4342000,2,
Dhaka,30-Jan,Motijheel,,,,2,1,2253000,1,
Dhaka,31-Jan,Motijheel,,,,2,1,2893000,2,
Dhaka,1-Feb,Motijheel,,,,2,1,2614000,2,
Dhaka,2-Feb,Motijheel,,,,2,1,10500000,3,
Dhaka,3-Feb,Motijheel,,,,2,1,4867000,3,
Dhaka,4-Feb,Motijheel,,,,2,1,4735000,3,
Dhaka,5-Feb,Motijheel,,,,2,1,2653000,2,
Dhaka,6-Feb,Motijheel,,,,2,1,2862000,2,
Dhaka,7-Feb,Motijheel,,,,2,1,3339000,2,
Dhaka,8-Feb,Motijheel,,,,2,1,2962000,2,
Dhaka,9-Feb,Motijheel,,,,2,1,2880000,2,
Dhaka,10-Feb,Motijheel,,,,2,1,2318000,1,
Dhaka,11-Feb,Motijheel,,,,2,1,2254000,2,
Dhaka,12-Feb,Motijheel,,,,2,1,2254000,1,
Dhaka,13-Feb,Motijheel,,,,2,1,2973000,2,
Dhaka,14-Feb,Motijheel,,,,2,1,4870000,3,
Dhaka,15-Feb,Motijheel,,,,2,1,2781000,2,
Dhaka,16-Feb,Motijheel,,,,2,1,2613000,2,
Dhaka,17-Feb,Motijheel,,,,2,1,4783000,2,
Dhaka,18-Feb,Motijheel,,,,2,1,2879000,2,
Dhaka,19-Feb,Motijheel,,,,2,1,5045000,3,
Dhaka,20-Feb,Motijheel,,,,2,1,4362000,2,
Dhaka,21-Feb,Motijheel,,,,2,1,5500000,3,
Dhaka,22-Feb,Motijheel,,,,2,1,4565000,2,
Dhaka,23-Feb,Motijheel,,,,2,1,4000000,2,
Dhaka,24-Feb,Motijheel,,,,2,1,4800000,3,
Dhaka,25-Feb,Motijheel,,,,2,1,4485000,2,
Dhaka,26-Feb,Motijheel,,,,2,1,4011999,2,
Dhaka,27-Feb,Motijheel,,,,2,1,4520000,2,
Dhaka,28-Feb,Motijheel,,,,2,1,4292000,2,
Dhaka,1-Mar,Motijheel,,,,2,1,4730000,3,
Dhaka,2-Mar,Motijheel,,,,2,1,4975000,3,
Dhaka,3-Mar,Motijheel,,,,2,1,4905000,3,
Dhaka,4-Mar,Motijheel,,,,2,1,4222000,2,
Dhaka,5-Mar,Motijheel,,,,2,1,3995000,2,
Dhaka,6-Mar,Motijheel,,,,2,1,8076000,3,
Dhaka,7-Mar,Motijheel,,,,2,1,4700000,2,
Dhaka,8-Mar,Motijheel,,,,2,1,3579000,3,
Dhaka,9-Mar,Motijheel,,,,2,1,3372000,2,
Dhaka,10-Mar,Motijheel,,,,2,1,2922000,2,
Dhaka,11-Mar,Motijheel,,,,2,1,2844000,2,
Dhaka,12-Mar,Motijheel,,,,2,1,2901000,2,
Dhaka,13-Mar,Motijheel,,,,2,1,2820000,2,
Dhaka,14-Mar,Motijheel,,,,2,1,4458000,3,
Dhaka,15-Mar,Motijheel,,,,2,1,3483000,3,
Dhaka,16-Mar,Motijheel,,,,2,1,3699000,3,
Dhaka,17-Mar,Motijheel,,,,2,1,3906000,3,
Dhaka,18-Mar,Motijheel,,,,2,1,2889000,2,
Dhaka,19-Mar,Motijheel,,,,2,1,3429000,2,
Dhaka,20-Mar,Motijheel,,,,2,1,4164000,3,
Dhaka,21-Mar,Motijheel,,,,2,1,3384000,2,
Dhaka,22-Mar,Motijheel,,,,2,1,2935000,2,
Dhaka,23-Mar,Motijheel,,,,2,1,4097000,3,
Dhaka,24-Mar,Motijheel,,,,2,1,3202000,2,
Dhaka,25-Mar,Motijheel,,,,2,1,2867000,2,
Dhaka,26-Mar,Motijheel,,,,2,1,3411999,3,
Dhaka,27-Mar,Motijheel,,,,2,1,2436000,2,
Dhaka,28-Mar,Motijheel,,,,2,1,2800000,2,
Dhaka,29-Mar,Motijheel,,,,2,1,3010000,3,
Dhaka,30-Mar,Motijheel,,,,2,1,2520000,2,
Dhaka,31-Mar,Motijheel,,,,2,1,3038000,2,
Dhaka,1-Apr,Motijheel,,,,2,1,3177000,1,
Dhaka,2-Apr,Motijheel,,,,2,1,10600000,3,
Dhaka,3-Apr,Motijheel,,,,2,1,7200000,2,
Dhaka,4-Apr,Motijheel,,,,2,1,20400000,3,
Dhaka,5-Apr,Motijheel,,,,2,1,17600000,3,
Dhaka,6-Apr,Motijheel,,,,2,1,20200000,3,
Dhaka,7-Apr,Motijheel,,,,2,1,10200000,2,
Dhaka,8-Apr,Motijheel,,,,2,1,4002000,2,
Dhaka,9-Apr,Motijheel,,,,2,1,4568000,2,
Dhaka,10-Apr,Motijheel,,,,2,1,4056000,2,
Dhaka,11-Apr,Motijheel,,,,2,1,4303000,2,
Dhaka,12-Apr,Motijheel,,,,2,1,4299000,2,
Dhaka,13-Apr,Motijheel,,,,2,1,4541000,2,
Dhaka,14-Apr,Motijheel,,,,2,1,4210000,2,
Dhaka,15-Apr,Motijheel,,,,2,1,4195000,2,
Dhaka,16-Apr,Motijheel,,,,2,1,4226000,2,
Dhaka,17-Apr,Motijheel,,,,2,1,4638000,2,
Dhaka,18-Apr,Motijheel,,,,2,1,4699000,3,
Dhaka,19-Apr,Motijheel,,,,2,1,4426000,2,
Dhaka,20-Apr,Motijheel,,,,2,1,3925000,2,
Dhaka,21-Apr,Motijheel,,,,2,1,4345000,2,
Dhaka,22-Apr,Motijheel,,,,2,1,4086999,2,
Dhaka,23-Apr,Motijheel,,,,2,1,4076000,2,
Dhaka,24-Apr,Motijheel,,,,2,1,4072000,2,
Dhaka,25-Apr,Motijheel,,,,2,1,4614000,2,
Dhaka,26-Apr,Motijheel,,,,2,1,4054000,3,
Dhaka,27-Apr,Motijheel,,,,2,1,3500000,3,
Dhaka,28-Apr,Motijheel,,,,2,1,4165999,3,
Dhaka,29-Apr,Motijheel,,,,2,1,3068000,2,
Dhaka,30-Apr,Motijheel,,,,2,1,4174000,3,
Dhaka,1-May,Motijheel,,,,2,1,3052000,2,
Dhaka,2-May,Motijheel,,,,2,1,3085000,2,
Dhaka,3-May,Motijheel,,,,2,1,3264000,2,
Dhaka,4-May,Motijheel,,,,2,1,2576000,2,
Dhaka,5-May,Motijheel,,,,2,1,3197000,2,
Dhaka,6-May,Mohakhali,,,,2,1,4342000,3,
Dhaka,7-May,Mohakhali,,,,2,1,3178000,2,
Dhaka,8-May,Mohakhali,,,,2,1,3913000,3,
Dhaka,9-May,Mohakhali,,,,2,1,3561999,3,
Dhaka,19-Dec,Mohakhali,,,,2,1,4292000,3,
Dhaka,20-Dec,Mohakhali,,,,2,1,2899000,2,
Dhaka,21-Dec,Mohakhali,,,,2,1,2925000,2,
Dhaka,22-Dec,Mohakhali,,,,2,1,2984000,2,
Dhaka,23-Dec,Mohakhali,,,,2,1,3809000,3,
Dhaka,24-Dec,Mohakhali,,,,2,1,4958000,2,
Dhaka,25-Dec,Mohakhali,,,,2,1,4878000,2,
Dhaka,26-Dec,Mohakhali,,,,2,1,4898000,2,
Dhaka,27-Dec,Mohakhali,,,,2,1,5078000,2,
Dhaka,28-Dec,Mohakhali,,,,2,1,3010000,3,
Dhaka,29-Dec,Mohakhali,,,,2,1,2436000,2,
Dhaka,30-Dec,Mohakhali,,,,2,1,2800000,2,
Dhaka,31-Dec,Mohakhali,,,,2,1,3388000,3,
Dhaka,1-Jan,Mohakhali,,,,2,1,2520000,2,
Dhaka,2-Jan,Mohakhali,,,,2,1,3038000,2,
Dhaka,3-Jan,Mohakhali,,,,2,1,2464000,2,
Dhaka,4-Jan,Mohakhali,,,,2,1,5797000,3,
Chittagong,5-Jan,GEC,,,,2,1,4928000,2,
Chittagong,6-Jan,GEC,,,,2,1,4147000,3,
Chittagong,7-Jan,GEC,,,,2,1,4400000,2,
Chittagong,8-Jan,GEC,,,,2,1,7211000,3,
Chittagong,9-Jan,GEC,,,,2,1,5910000,2,
Chittagong,10-Jan,GEC,,,,2,1,7423000,3,
Chittagong,11-Jan,GEC,,,,2,1,9227000,3,
Chittagong,12-Jan,GEC,,,,2,1,7263000,3,
Chittagong,13-Jan,GEC,,,,2,1,6494000,2,
Chittagong,14-Jan,GEC,,,,2,1,8458000,3,
Chittagong,15-Jan,GEC,,,,2,1,9094000,3,
Chittagong,16-Jan,GEC,,,,2,1,7847000,3,
Chittagong,17-Jan,GEC,,,,2,1,6520999,2,
Chittagong,18-Jan,GEC,,,,2,1,7184000,3,
Chittagong,19-Jan,GEC,,,,2,1,5858000,2,
Chittagong,20-Jan,GEC,,,,2,1,7689000,3,
Chittagong,21-Jan,GEC,,,,2,1,6415000,3,
Chittagong,22-Jan,GEC,,,,2,1,5752000,2,
Chittagong,23-Jan,GEC,,,,2,1,6388000,2,
Chittagong,24-Jan,GEC,,,,2,1,7078000,3,
Chittagong,25-Jan,GEC,,,,2,1,5804000,2,
Chittagong,26-Jan,GEC,,,,2,1,11200000,3,
Chittagong,27-Jan,GEC,,,,2,1,7608000,3,
Chittagong,28-Jan,GEC,,,,2,1,6361000,2,
Chittagong,29-Jan,GEC,,,,2,1,8192000,3,
Chittagong,30-Jan,GEC,,,,2,1,6255000,2,
Chittagong,31-Jan,GEC,,,,2,1,8830000,3,
Chittagong,1-Feb,GEC,,,,2,1,9517000,3,
Chittagong,2-Feb,GEC,,,,2,1,7556000,3,
Chittagong,3-Feb,GEC,,,,2,1,7554000,3,
Chittagong,4-Feb,GEC,,,,2,1,6228000,2,
Chittagong,5-Feb,GEC,,,,2,1,7581000,3,
Chittagong,6-Feb,GEC,,,,2,1,10800000,3,
Chittagong,7-Feb,GEC,,,,2,1,6203000,2,
Chittagong,8-Feb,GEC,,,,2,1,7398000,3,
Chittagong,9-Feb,khulshi,,,,2,1,6070000,2,
Chittagong,10-Feb,khulshi,,,,2,1,6733000,3,
Chittagong,11-Feb,khulshi,,,,2,1,6125000,2,
Chittagong,12-Feb,khulshi,,,,2,1,8086000,3,
Chittagong,13-Feb,khulshi,,,,2,1,7290000,3,
Chittagong,14-Feb,khulshi,,,,2,1,6654000,3,
Chittagong,15-Feb,khulshi,,,,2,1,7980000,3,
Chittagong,16-Feb,khulshi,,,,2,1,7322000,3,
Chittagong,17-Feb,khulshi,,,,2,1,6043000,2,
Chittagong,18-Feb,khulshi,,,,2,1,6706000,3,
Chittagong,19-Feb,khulshi,,,,2,1,7342000,3,
Chittagong,20-Feb,khulshi,,,,2,1,7800000,3,
Chittagong,21-Feb,khulshi,,,,2,1,6800000,3,
Chittagong,22-Feb,khulshi,,,,2,1,4455000,2,
Chittagong,23-Feb,khulshi,,,,2,1,4100000,2,
Chittagong,24-Feb,khulshi,,,,2,1,5700000,2,
Chittagong,25-Feb,khulshi,,,,2,1,6000000,2,
Chittagong,26-Feb,khulshi,,,,2,1,5755000,2,
Chittagong,27-Feb,khulshi,,,,2,1,6695000,3,
Chittagong,28-Feb,khulshi,,,,2,1,5896000,2,
Chittagong,1-Mar,khulshi,,,,2,1,5600000,2,
Chittagong,2-Mar,khulshi,,,,2,1,5800000,2,
Chittagong,3-Mar,khulshi,,,,2,1,6577000,3,
Chittagong,4-Mar,khulshi,,,,2,1,5473000,2,
Chittagong,5-Mar,khulshi,,,,2,1,5849000,2,
Chittagong,6-Mar,khulshi,,,,2,1,5825000,2,
Chittagong,7-Mar,khulshi,,,,2,1,4489000,2,
Chittagong,8-Mar,khulshi,,,,2,1,16900000,3,
Chittagong,9-Mar,khulshi,,,,2,1,14900000,3,
Chittagong,10-Mar,khulshi,,,,2,1,14100000,3,
Chittagong,11-Mar,khulshi,,,,2,1,12100000,2,
Chittagong,12-Mar,khulshi,,,,2,1,10700000,2,
Chittagong,13-Mar,khulshi,,,,2,1,4831000,2,
Chittagong,14-Mar,khulshi,,,,2,1,3632000,3,
Chittagong,15-Mar,khulshi,,,,2,1,2960000,2,
Chittagong,16-Mar,khulshi,,,,2,1,3363000,2,
Chittagong,17-Mar,khulshi,,,,2,1,3087000,2,
Chittagong,18-Mar,khulshi,,,,2,1,3981000,3,
Chittagong,19-Mar,khulshi,,,,2,1,3331000,2,
Chittagong,20-Mar,khulshi,,,,2,1,2096000,1,
Chittagong,21-Mar,khulshi,,,,2,1,8370999,3,
Chittagong,22-Mar,khulshi,,,,2,1,8039000,3,
Chittagong,23-Mar,khulshi,,,,2,1,5868000,2,
Chittagong,24-Mar,khulshi,,,,2,1,6021000,2,
Chittagong,25-Mar,khulshi,,,,2,1,7194000,2,
Chittagong,26-Mar,khulshi,,,,2,1,7581000,2,
Chittagong,27-Mar,khulshi,,,,2,1,8137000,3,
Chittagong,28-Mar,khulshi,,,,2,1,28000000,4,
Chittagong,29-Mar,khulshi,,,,2,1,13000000,2,
Chittagong,30-Mar,khulshi,,,,2,1,26000000,4,
Chittagong,31-Mar,khulshi,,,,2,1,10500000,3,
Chittagong,1-Apr,khulshi,,,,2,1,11500000,3,
Chittagong,2-Apr,khulshi,,,,2,1,12500000,3,
Chittagong,3-Apr,khulshi,,,,2,1,11000000,3,
Chittagong,4-Apr,khulshi,,,,2,1,12000000,3,
Chittagong,5-Apr,khulshi,,,,2,1,2800000,1,
Chittagong,6-Apr,khulshi,,,,2,1,4407000,2,
Chittagong,7-Apr,khulshi,,,,2,1,4407000,2,
Chittagong,8-Apr,khulshi,,,,2,1,10900000,3,
Chittagong,9-Apr,khulshi,,,,2,1,4325000,2,
Chittagong,10-Apr,khulshi,,,,2,1,29900000,4,
Chittagong,11-Apr,khulshi,,,,2,1,28300000,4,
Chittagong,12-Apr,khulshi,,,,2,1,23500000,3,
Chittagong,13-Apr,khulshi,,,,2,1,23100000,3,
Chittagong,14-Apr,khulshi,,,,2,1,21400000,3,
Chittagong,15-Apr,khulshi,,,,2,1,7830000,3,
Chittagong,16-Apr,khulshi,,,,2,1,5968000,2,
Chittagong,17-Apr,khulshi,,,,2,1,6085000,2,
Chittagong,18-Apr,khulshi,,,,2,1,5439000,2,
Chittagong,19-Apr,khulshi,,,,2,1,6762000,3,
Chittagong,20-Apr,khulshi,,,,2,1,5488000,2,
Chittagong,21-Apr,khulshi,,,,2,1,5478000,2,
Chittagong,22-Apr,khulshi,,,,2,1,7438000,3,
Chittagong,23-Apr,khulshi,,,,2,1,6791000,3,
Chittagong,24-Apr,khulshi,,,,2,1,5997000,2,
Chittagong,25-Apr,khulshi,,,,2,1,6654000,3,
Chittagong,26-Apr,khulshi,,,,2,1,5987000,2,
Chittagong,27-Apr,khulshi,,,,2,1,7006999,3,
Chittagong,28-Apr,khulshi,,,,2,1,3567000,1,
Chittagong,29-Apr,khulshi,,,,2,1,6051000,2,
Chittagong,30-Apr,khulshi,,,,2,1,7026000,3,
Chittagong,1-May,khulshi,,,,2,1,5938000,2,
Chittagong,2-May,khulshi,,,,2,1,6237000,2,
Chittagong,3-May,khulshi,,,,2,1,5978000,2,
Chittagong,4-May,khulshi,,,,2,1,5620000,2,
Chittagong,5-May,khulshi,,,,2,1,6149000,2,
Chittagong,6-May,khulshi,,,,2,1,7193000,3,
Chittagong,7-May,khulshi,,,,2,1,6193000,2,
Chittagong,8-May,khulshi,,,,2,1,8073000,3,
Chittagong,9-May,khulshi,,,,2,1,7028000,3,
Chittagong,10-May,khulshi,,,,2,1,6148000,2,
Chittagong,11-May,khulshi,,,,2,1,7344000,3,
Chittagong,12-May,khulshi,,,,2,1,6419000,2,
Chittagong,13-May,khulshi,,,,2,1,5584000,2,
Chittagong,14-May,khulshi,,,,2,1,6374000,3,
Chittagong,15-May,khulshi,,,,2,1,6058000,2,
Chittagong,16-May,khulshi,,,,2,1,6983000,3,
Chittagong,17-May,khulshi,,,,2,1,6396000,2,
Chittagong,18-May,khulshi,,,,2,1,7163000,3,
Chittagong,19-May,khulshi,,,,2,1,6283000,2,
Chittagong,20-May,khulshi,,,,2,1,6893000,3,
Chittagong,21-May,khulshi,,,,2,1,5674000,2,
Chittagong,22-May,khulshi,,,,2,1,6915000,3,
Chittagong,23-May,khulshi,,,,2,1,7095999,3,
Chittagong,24-May,khulshi,,,,2,1,7389000,3,
Chittagong,25-May,khulshi,,,,2,1,6216000,2,
Chittagong,26-May,khulshi,,,,2,1,7412000,3,
Chittagong,27-May,khulshi,,,,2,1,5606000,2,
Chittagong,28-May,khulshi,,,,2,1,6193000,2,
Chittagong,29-May,khulshi,,,,2,1,5651000,2,
Chittagong,30-May,khulshi,,,,2,1,35500000,3,
Chittagong,31-May,khulshi,,,,2,1,11399999,3,
Chittagong,1-Jun,khulshi,,,,2,1,10800000,3,
Chittagong,2-Jun,khulshi,,,,2,1,10200000,2,
Chittagong,3-Jun,khulshi,,,,2,1,9800000,2,
Chittagong,4-Jun,khulshi,,,,2,1,7900000,2,
Chittagong,5-Jun,khulshi,,,,2,1,6570000,2,
Chittagong,6-Jun,khulshi,,,,2,1,22799999,3,
Chittagong,7-Jun,khulshi,,,,2,1,21200000,3,
Chittagong,8-Jun,khulshi,,,,2,1,7200000,3,
Chittagong,9-Jun,khulshi,,,,2,1,6500000,3,
Chittagong,10-Jun,khulshi,,,,2,1,6200000,2,
Chittagong,11-Jun,khulshi,,,,2,1,4732000,3,
Chittagong,12-Jun,khulshi,,,,2,1,4750000,2,
Chittagong,13-Jun,khulshi,,,,2,1,4498000,2,
Chittagong,14-Jun,khulshi,,,,2,1,4870000,3,
Chittagong,15-Jun,khulshi,,,,2,1,4642000,2,
Chittagong,16-Jun,khulshi,,,,2,1,4912000,3,
Chittagong,17-Jun,khulshi,,,,2,1,5398000,3,
Chittagong,18-Jun,khulshi,,,,2,1,4318000,2,
Chittagong,19-Jun,khulshi,,,,2,1,10800000,3,
Chittagong,20-Jun,khulshi,,,,2,1,8868000,2,
Chittagong,21-Jun,khulshi,,,,2,1,11399999,3,
Chittagong,22-Jun,khulshi,,,,2,1,9366000,2,
Chittagong,23-Jun,khulshi,,,,2,1,11200000,3,
Chittagong,24-Jun,khulshi,,,,2,1,9888000,3,
Chittagong,25-Jun,khulshi,,,,2,1,10800000,3,
Chittagong,26-Jun,khulshi,,,,2,1,25500000,3,
Chittagong,27-Jun,khulshi,,,,2,1,34000000,4,
Chittagong,28-Jun,khulshi,,,,2,1,17500000,2,
Chittagong,29-Jun,khulshi,,,,2,1,34500000,4,
Chittagong,30-Jun,khulshi,,,,2,1,19500000,2,
Chittagong,1-Jul,khulshi,,,,2,1,7100000,3,
Chittagong,2-Jul,khulshi,,,,2,1,6400000,2,
Chittagong,3-Jul,khulshi,,,,2,1,5500000,2,
Chittagong,4-Jul,khulshi,,,,2,1,4300000,2,
Chittagong,5-Jul,khulshi,,,,2,1,3800000,2,
Chittagong,6-Jul,khulshi,,,,2,1,26000000,4,
Chittagong,7-Jul,khulshi,,,,2,1,18600000,3,
Chittagong,8-Jul,khulshi,,,,2,1,17300000,3,
Chittagong,9-Jul,khulshi,,,,2,1,17100000,3,
Chittagong,10-Jul,khulshi,,,,2,1,11800000,2,
Chittagong,11-Jul,khulshi,,,,2,1,7341000,3,
Chittagong,12-Jul,khulshi,,,,2,1,6398000,3,
Chittagong,13-Jul,khulshi,,,,2,1,5837000,2,
Chittagong,14-Jul,khulshi,,,,2,1,4512000,2,
Chittagong,15-Jul,khulshi,,,,2,1,66900000,4,
Chittagong,16-Jul,khulshi,,,,2,1,170600000,5,
Chittagong,17-Jul,khulshi,,,,2,1,182300000,5,
Chittagong,18-Jul,khulshi,,,,2,1,74300000,5,
Chittagong,19-Jul,khulshi,,,,2,1,60100000,4,
Chittagong,20-Jul,khulshi,,,,2,1,36000000,4,
Chittagong,21-Jul,khulshi,,,,2,1,36000000,4,
Chittagong,22-Jul,khulshi,,,,2,1,52200000,4,
Chittagong,23-Jul,khulshi,,,,2,1,50800000,4,
Chittagong,24-Jul,khulshi,,,,2,1,49600000,4,
Chittagong,25-Jul,khulshi,,,,2,1,46400000,4,
Chittagong,26-Jul,khulshi,,,,2,1,64000000,4,
Chittagong,27-Jul,khulshi,,,,2,1,61100000,3,
Chittagong,28-Jul,khulshi,,,,2,1,198600000,5,
Chittagong,29-Jul,khulshi,,,,2,1,53400000,3,
Chittagong,30-Jul,khulshi,,,,2,1,202700000,5,
Chittagong,31-Jul,khulshi,,,,2,1,170000000,5,
Chittagong,1-Aug,khulshi,,,,2,1,157700000,4,
Chittagong,2-Aug,khulshi,,,,2,1,56700000,3,
Chittagong,3-Aug,khulshi,,,,2,1,6594000,3,
Chittagong,4-Aug,khulshi,,,,2,1,5922000,3,
Chittagong,5-Aug,khulshi,,,,2,1,6636000,3,
Chittagong,6-Aug,khulshi,,,,2,1,6762000,3,
Chittagong,7-Aug,khulshi,,,,2,1,5019000,2,
Chittagong,8-Aug,khulshi,,,,2,1,6678000,3,
Chittagong,9-Aug,khulshi,,,,2,1,6720000,3,
Chittagong,10-Aug,khulshi,,,,2,1,5040000,2,
Chittagong,11-Aug,khulshi,,,,2,1,6573000,3,
Chittagong,12-Aug,khulshi,,,,2,1,8353000,3,
Chittagong,13-Aug,khulshi,,,,2,1,8078000,3,
Chittagong,14-Aug,khulshi,,,,2,1,6568000,2,
Chittagong,15-Aug,khulshi,,,,2,1,7756999,3,
Chittagong,16-Aug,khulshi,,,,2,1,7252000,3,
Chittagong,17-Aug,khulshi,,,,2,1,6970999,3,
Chittagong,18-Aug,khulshi,,,,2,1,8749000,3,
Chittagong,19-Aug,khulshi,,,,2,1,6870000,2,
Chittagong,20-Aug,khulshi,,,,2,1,8243000,3,
Chittagong,21-Aug,khulshi,,,,2,1,19500000,4,
Chittagong,22-Aug,khulshi,,,,2,1,6331000,3,
Chittagong,23-Aug,khulshi,,,,2,1,18500000,4,
Chittagong,24-Aug,khulshi,,,,2,1,9730000,3,
Chittagong,25-Aug,khulshi,,,,2,1,6641000,3,
Chittagong,26-Aug,khulshi,,,,2,1,7520999,3,
Chittagong,27-Aug,khulshi,,,,2,1,11100000,2,
Chittagong,28-Aug,khulshi,,,,2,1,14200000,3,
Chittagong,29-Aug,khulshi,,,,2,1,5739000,2,
Chittagong,30-Aug,khulshi,,,,2,1,10500000,2,
Chittagong,31-Aug,khulshi,,,,2,1,6667000,3,
Chittagong,1-Sep,khulshi,,,,2,1,19100000,3,
Chittagong,2-Sep,khulshi,,,,2,1,7177000,2,
Chittagong,3-Sep,khulshi,,,,2,1,6831999,2,
Chittagong,4-Sep,khulshi,,,,2,1,6138000,2,
Chittagong,5-Sep,khulshi,,,,2,1,7151000,2,
Chittagong,6-Sep,khulshi,,,,2,1,9620000,3,
Chittagong,7-Sep,khulshi,,,,2,1,6890000,2,
Chittagong,8-Sep,khulshi,,,,2,1,9610000,3,
Chittagong,9-Sep,khulshi,,,,2,1,10100000,3,
Chittagong,10-Sep,khulshi,,,,2,1,8137000,3,
Chittagong,11-Sep,khulshi,,,,2,1,7819000,3,
Chittagong,12-Sep,khulshi,,,,2,1,9396000,3,
Chittagong,13-Sep,East Nasirabad,,,,2,1,8712000,3,
Chittagong,14-Sep,East Nasirabad,,,,2,1,6994000,2,
Chittagong,15-Sep,East Nasirabad,,,,2,1,6989000,2,
Chittagong,16-Sep,East Nasirabad,,,,2,1,8649000,3,
Chittagong,17-Sep,East Nasirabad,,,,2,1,9709000,3,
Chittagong,18-Sep,East Nasirabad,,,,2,1,8665000,3,
Chittagong,19-Sep,East Nasirabad,,,,2,1,9385000,3,
Chittagong,20-Sep,East Nasirabad,,,,2,1,6953000,2,
Chittagong,21-Sep,East Nasirabad,,,,2,1,8691000,3,
Chittagong,22-Sep,East Nasirabad,,,,2,1,5102000,2,
Chittagong,23-Sep,East Nasirabad,,,,2,1,5137000,2,
Chittagong,24-Sep,East Nasirabad,,,,2,1,5244000,2,
Chittagong,25-Sep,East Nasirabad,,,,2,1,5279000,2,
Chittagong,26-Sep,East Nasirabad,,,,2,1,5700000,2,
Chittagong,27-Sep,East Nasirabad,,,,2,1,6183000,3,
Chittagong,28-Sep,East Nasirabad,,,,2,1,5610000,2,
Chittagong,29-Sep,East Nasirabad,,,,2,1,5413000,2,
Chittagong,30-Sep,East Nasirabad,,,,2,1,10900000,3,
Chittagong,1-Oct,East Nasirabad,,,,2,1,10500000,3,
Chittagong,2-Oct,East Nasirabad,,,,2,1,9500000,2,
Chittagong,3-Oct,East Nasirabad,,,,2,1,12500000,3,
Chittagong,4-Oct,East Nasirabad,,,,2,1,12000000,3,
Chittagong,5-Oct,East Nasirabad,,,,2,1,10400000,3,
Chittagong,6-Oct,East Nasirabad,,,,2,1,13500000,3,
Chittagong,7-Oct,East Nasirabad,,,,2,1,3447000,2,
Chittagong,8-Oct,East Nasirabad,,,,2,1,8216000,2,
Chittagong,9-Oct,East Nasirabad,,,,2,1,11600000,3,
Chittagong,10-Oct,East Nasirabad,,,,2,1,10100000,3,
Chittagong,11-Oct,East Nasirabad,,,,2,1,8864000,3,
Chittagong,12-Oct,East Nasirabad,,,,2,1,8019000,3,
Chittagong,13-Oct,East Nasirabad,,,,2,1,64000000,3,
Chittagong,14-Oct,East Nasirabad,,,,2,1,4611000,2,
